sha,commit_msg,api_url,html_url,diff_text
     with tarfile.open(dst_path, mode='w:gz', compresslevel=4, format=tarfile.GNU_FORMAT) as tar:
         for src, dst in files:
             display.info('%s -> %s' % (src, dst), verbosity=4)
-            tar.add(src, dst, filter=filters.get(dst))
+            tar.add(src, dst, filter=filters.get(dst, detect_permissions))
 
     duration = time.time() - start
     payload_size_bytes = os.path.getsize(dst_path)
"
57cd9447fe6594eb7b61a4fb47ba67b70f764bda,Updating Japanese translation (#80161),https://api.github.com/repos/ansible/ansible/commits/57cd9447fe6594eb7b61a4fb47ba67b70f764bda,https://github.com/ansible/ansible/commit/57cd9447fe6594eb7b61a4fb47ba67b70f764bda,"diff --git a/docs/docsite/rst/locales/ja/LC_MESSAGES/404.po b/docs/docsite/rst/locales/ja/LC_MESSAGES/404.po
index 84ad11147d0a16..5d8e8e8e402469 100644
--- a/docs/docsite/rst/locales/ja/LC_MESSAGES/404.po
+++ b/docs/docsite/rst/locales/ja/LC_MESSAGES/404.po
@@ -7,7 +7,7 @@ msgid """"
 msgstr """"
 ""Project-Id-Version: Ansible devel\n""
 ""Report-Msgid-Bugs-To: \n""
-""POT-Creation-Date: 2021-02-23 10:50+0100\n""
+""POT-Creation-Date: 2022-11-03 09:23+0100\n""
 ""PO-Revision-Date: YEAR-MO-DA HO:MI+ZONE\n""
 ""Last-Translator: FULL NAME <EMAIL@ADDRESS>\n""
 ""Language-Team: LANGUAGE <LL@li.org>\n""
@@ -24,7 +24,11 @@ msgstr ""Oops!""
 msgid ""The version of the Ansible documentation you were looking at doesn't contain that page.""
 msgstr ""参照している Ansible ドキュメントのバージョンには、そのページが含まれていません。""
 
+msgid ""Cowsay 404""
+msgstr ""Cowsay 404""
+
 #: ../../rst/404.rst:12
 msgid ""Use the back button to return to the version you were browsing, or use the navigation at left to explore our latest release. Once you're on a non-404 page, you can use the version-changer to select a version.""
 msgstr ""戻るボタンを使用して閲覧していたバージョンに戻るか、左側のナビゲーションを使用して最新リリースを参照してください。404 以外のページでは、バージョン番号変更メニューを使用してバージョンを選択できます。""
 
+
diff --git a/docs/docsite/rst/locales/ja/LC_MESSAGES/cli.po b/docs/docsite/rst/locales/ja/LC_MESSAGES/cli.po
index 736b4fec638490..2c85c53a2b95eb 100644
--- a/docs/docsite/rst/locales/ja/LC_MESSAGES/cli.po
+++ b/docs/docsite/rst/locales/ja/LC_MESSAGES/cli.po
@@ -7,14 +7,14 @@ msgid """"
 msgstr """"
 ""Project-Id-Version: Ansible devel\n""
 ""Report-Msgid-Bugs-To: \n""
-""POT-Creation-Date: 2022-10-05 09:34+0200\n""
+""POT-Creation-Date: 2023-03-01 20:16+0100\n""
 ""PO-Revision-Date: YEAR-MO-DA HO:MI+ZONE\n""
 ""Last-Translator: FULL NAME <EMAIL@ADDRESS>\n""
 ""Language-Team: LANGUAGE <LL@li.org>\n""
 ""MIME-Version: 1.0\n""
 ""Content-Type: text/plain; charset=utf-8\n""
 ""Content-Transfer-Encoding: 8bit\n""
-""Generated-By: Babel 2.8.1\n""
+""Generated-By: Babel 2.9.0\n""
 
 #: ../../rst/cli/ansible.rst:7
 msgid ""ansible""
@@ -32,345 +32,345 @@ msgstr "":strong:`一連のホストに対して単一のタスク「Playbook」
 msgid ""Synopsis""
 msgstr ""概要""
 
-#: ../../rst/cli/ansible-config.rst:30 ../../rst/cli/ansible-console.rst:37
+#: ../../rst/cli/ansible-config.rst:30 ../../rst/cli/ansible-console.rst:38
 #: ../../rst/cli/ansible-doc.rst:33 ../../rst/cli/ansible-galaxy.rst:30
-#: ../../rst/cli/ansible-inventory.rst:33 ../../rst/cli/ansible-playbook.rst:38
-#: ../../rst/cli/ansible-pull.rst:37 ../../rst/cli/ansible-vault.rst:30
-#: ../../rst/cli/ansible.rst:37
+#: ../../rst/cli/ansible-inventory.rst:34 ../../rst/cli/ansible-playbook.rst:39
+#: ../../rst/cli/ansible-pull.rst:38 ../../rst/cli/ansible-vault.rst:30
+#: ../../rst/cli/ansible.rst:38
 msgid ""Description""
 msgstr ""説明""
 
-#: ../../rst/cli/ansible.rst:40
+#: ../../rst/cli/ansible.rst:41
 msgid ""is an extra-simple tool/framework/API for doing 'remote things'. this command allows you to define and run a single task 'playbook' against a set of hosts""
 msgstr ""「リモートのこと」を行う非常に単純なツール/フレームワーク/API です。このコマンドでは、ホスト 1 台に対して単一タスク「Playbook」を定義および実行できます""
 
-#: ../../rst/cli/ansible-config.rst:37 ../../rst/cli/ansible-console.rst:65
-#: ../../rst/cli/ansible-doc.rst:43 ../../rst/cli/ansible-galaxy.rst:37
-#: ../../rst/cli/ansible-inventory.rst:40 ../../rst/cli/ansible-playbook.rst:46
-#: ../../rst/cli/ansible-pull.rst:52 ../../rst/cli/ansible-vault.rst:44
-#: ../../rst/cli/ansible.rst:45
+#: ../../rst/cli/ansible-config.rst:37 ../../rst/cli/ansible-console.rst:66
+#: ../../rst/cli/ansible-doc.rst:43 ../../rst/cli/ansible-galaxy.rst:40
+#: ../../rst/cli/ansible-inventory.rst:41 ../../rst/cli/ansible-playbook.rst:47
+#: ../../rst/cli/ansible-pull.rst:56 ../../rst/cli/ansible-vault.rst:44
+#: ../../rst/cli/ansible.rst:46
 msgid ""Common Options""
 msgstr ""共通オプション""
 
-#: ../../rst/cli/ansible-console.rst:72 ../../rst/cli/ansible-inventory.rst:47
-#: ../../rst/cli/ansible-playbook.rst:53 ../../rst/cli/ansible-pull.rst:64
+#: ../../rst/cli/ansible-console.rst:73 ../../rst/cli/ansible-inventory.rst:48
+#: ../../rst/cli/ansible-playbook.rst:54 ../../rst/cli/ansible-pull.rst:68
 #: ../../rst/cli/ansible-vault.rst:87 ../../rst/cli/ansible-vault.rst:121
 #: ../../rst/cli/ansible-vault.rst:155 ../../rst/cli/ansible-vault.rst:189
 #: ../../rst/cli/ansible-vault.rst:219 ../../rst/cli/ansible-vault.rst:257
-#: ../../rst/cli/ansible-vault.rst:311 ../../rst/cli/ansible.rst:52
+#: ../../rst/cli/ansible-vault.rst:311 ../../rst/cli/ansible.rst:53
 msgid ""ask for vault password""
 msgstr ""Vault のパスワード入力を尋ねます。""
 
-#: ../../rst/cli/ansible-console.rst:77 ../../rst/cli/ansible-playbook.rst:58
-#: ../../rst/cli/ansible.rst:57
+#: ../../rst/cli/ansible-console.rst:78 ../../rst/cli/ansible-playbook.rst:59
+#: ../../rst/cli/ansible.rst:58
 msgid ""privilege escalation method to use (default=sudo), use `ansible-doc -t become -l` to list valid choices.""
 msgstr ""使用する特権昇格方法 (デフォルトは sudo)。有効な選択を一覧表示するには `ansible-doc -t become -l` を使用します。""
 
-#: ../../rst/cli/ansible-console.rst:82 ../../rst/cli/ansible-playbook.rst:63
-#: ../../rst/cli/ansible-pull.rst:69 ../../rst/cli/ansible.rst:62
+#: ../../rst/cli/ansible-console.rst:83 ../../rst/cli/ansible-playbook.rst:64
+#: ../../rst/cli/ansible-pull.rst:73 ../../rst/cli/ansible.rst:63
 msgid ""Become password file""
 msgstr ""become パスワードファイル""
 
-#: ../../rst/cli/ansible-console.rst:87 ../../rst/cli/ansible-playbook.rst:68
-#: ../../rst/cli/ansible.rst:67
+#: ../../rst/cli/ansible-console.rst:88 ../../rst/cli/ansible-playbook.rst:69
+#: ../../rst/cli/ansible.rst:68
 msgid ""run operations as this user (default=root)""
 msgstr ""このユーザーとして操作を実行します (デフォルトは root)。""
 
-#: ../../rst/cli/ansible-console.rst:92 ../../rst/cli/ansible-playbook.rst:73
-#: ../../rst/cli/ansible-pull.rst:84 ../../rst/cli/ansible.rst:72
+#: ../../rst/cli/ansible-console.rst:93 ../../rst/cli/ansible-playbook.rst:74
+#: ../../rst/cli/ansible-pull.rst:88 ../../rst/cli/ansible.rst:73
 msgid ""Connection password file""
 msgstr ""接続のパスワードファイル""
 
-#: ../../rst/cli/ansible-console.rst:97 ../../rst/cli/ansible-playbook.rst:88
-#: ../../rst/cli/ansible-pull.rst:99 ../../rst/cli/ansible.rst:77
+#: ../../rst/cli/ansible-console.rst:98 ../../rst/cli/ansible-playbook.rst:89
+#: ../../rst/cli/ansible-pull.rst:103 ../../rst/cli/ansible.rst:78
 msgid ""outputs a list of matching hosts; does not execute anything else""
 msgstr ""一致するホストの一覧を出力します。他には何も実行しません。""
 
-#: ../../rst/cli/ansible-console.rst:102 ../../rst/cli/ansible-doc.rst:60
-#: ../../rst/cli/ansible-inventory.rst:82 ../../rst/cli/ansible.rst:82
+#: ../../rst/cli/ansible-console.rst:103 ../../rst/cli/ansible-doc.rst:60
+#: ../../rst/cli/ansible-inventory.rst:83 ../../rst/cli/ansible.rst:83
 msgid ""Since this tool does not use playbooks, use this as a substitute playbook directory. This sets the relative path for many features including roles/ group_vars/ etc.""
 msgstr ""このツールは Playbook を使用しないため、代替の Playbook ディレクトリーとして使用します。これにより、roles/ group_vars/ などの多くの機能の相対パスが設定されます。""
 
-#: ../../rst/cli/ansible-console.rst:107 ../../rst/cli/ansible-playbook.rst:103
-#: ../../rst/cli/ansible-pull.rst:104 ../../rst/cli/ansible.rst:87
+#: ../../rst/cli/ansible-console.rst:108 ../../rst/cli/ansible-playbook.rst:104
+#: ../../rst/cli/ansible-pull.rst:108 ../../rst/cli/ansible.rst:88
 msgid ""use this file to authenticate the connection""
 msgstr ""このファイルを使用して接続を認証します。""
 
-#: ../../rst/cli/ansible-console.rst:112 ../../rst/cli/ansible-playbook.rst:108
-#: ../../rst/cli/ansible-pull.rst:114 ../../rst/cli/ansible.rst:92
+#: ../../rst/cli/ansible-console.rst:113 ../../rst/cli/ansible-playbook.rst:109
+#: ../../rst/cli/ansible-pull.rst:118 ../../rst/cli/ansible.rst:93
 msgid ""specify extra arguments to pass to scp only (e.g. -l)""
 msgstr ""scp のみに渡す追加の引数を指定します (例: -l)。""
 
-#: ../../rst/cli/ansible-console.rst:117 ../../rst/cli/ansible-playbook.rst:113
-#: ../../rst/cli/ansible-pull.rst:119 ../../rst/cli/ansible.rst:97
+#: ../../rst/cli/ansible-console.rst:118 ../../rst/cli/ansible-playbook.rst:114
+#: ../../rst/cli/ansible-pull.rst:123 ../../rst/cli/ansible.rst:98
 msgid ""specify extra arguments to pass to sftp only (e.g. -f, -l)""
 msgstr ""sftp のみに渡す追加の引数を指定します (例: -f、-l)。""
 
-#: ../../rst/cli/ansible-console.rst:122 ../../rst/cli/ansible-playbook.rst:123
-#: ../../rst/cli/ansible-pull.rst:129 ../../rst/cli/ansible.rst:102
+#: ../../rst/cli/ansible-console.rst:123 ../../rst/cli/ansible-playbook.rst:124
+#: ../../rst/cli/ansible-pull.rst:133 ../../rst/cli/ansible.rst:103
 msgid ""specify common arguments to pass to sftp/scp/ssh (e.g. ProxyCommand)""
 msgstr ""sftp/scp/ssh に渡す一般的な引数を指定します (例: ProxyCommand)。""
 
-#: ../../rst/cli/ansible-console.rst:127 ../../rst/cli/ansible-playbook.rst:128
-#: ../../rst/cli/ansible-pull.rst:134 ../../rst/cli/ansible.rst:107
+#: ../../rst/cli/ansible-console.rst:128 ../../rst/cli/ansible-playbook.rst:129
+#: ../../rst/cli/ansible-pull.rst:138 ../../rst/cli/ansible.rst:108
 msgid ""specify extra arguments to pass to ssh only (e.g. -R)""
 msgstr ""ssh のみに渡す追加の引数を指定します (例: -R)。""
 
-#: ../../rst/cli/ansible-console.rst:137 ../../rst/cli/ansible-playbook.rst:143
-#: ../../rst/cli/ansible.rst:112
+#: ../../rst/cli/ansible-console.rst:138 ../../rst/cli/ansible-playbook.rst:144
+#: ../../rst/cli/ansible.rst:113
 msgid ""perform a syntax check on the playbook, but do not execute it""
 msgstr ""Playbook で構文チェックを実行しますが、Playbook は実行しません。""
 
-#: ../../rst/cli/ansible-console.rst:142 ../../rst/cli/ansible.rst:117
+#: ../../rst/cli/ansible-console.rst:143 ../../rst/cli/ansible.rst:118
 msgid ""set task timeout limit in seconds, must be positive integer.""
 msgstr ""タスクのタイムアウト制限を秒単位で設定します。正の整数である必要があります。""
 
-#: ../../rst/cli/ansible-console.rst:147 ../../rst/cli/ansible-inventory.rst:97
-#: ../../rst/cli/ansible-playbook.rst:148 ../../rst/cli/ansible-pull.rst:144
+#: ../../rst/cli/ansible-console.rst:148 ../../rst/cli/ansible-inventory.rst:98
+#: ../../rst/cli/ansible-playbook.rst:149 ../../rst/cli/ansible-pull.rst:148
 #: ../../rst/cli/ansible-vault.rst:95 ../../rst/cli/ansible-vault.rst:129
 #: ../../rst/cli/ansible-vault.rst:163 ../../rst/cli/ansible-vault.rst:193
 #: ../../rst/cli/ansible-vault.rst:231 ../../rst/cli/ansible-vault.rst:277
-#: ../../rst/cli/ansible-vault.rst:327 ../../rst/cli/ansible.rst:122
+#: ../../rst/cli/ansible-vault.rst:327 ../../rst/cli/ansible.rst:123
 msgid ""the vault identity to use""
 msgstr ""使用する Vault アイデンティティー""
 
-#: ../../rst/cli/ansible-console.rst:152
-#: ../../rst/cli/ansible-inventory.rst:102
-#: ../../rst/cli/ansible-playbook.rst:153 ../../rst/cli/ansible-pull.rst:149
+#: ../../rst/cli/ansible-console.rst:153
+#: ../../rst/cli/ansible-inventory.rst:103
+#: ../../rst/cli/ansible-playbook.rst:154 ../../rst/cli/ansible-pull.rst:153
 #: ../../rst/cli/ansible-vault.rst:99 ../../rst/cli/ansible-vault.rst:133
 #: ../../rst/cli/ansible-vault.rst:167 ../../rst/cli/ansible-vault.rst:197
 #: ../../rst/cli/ansible-vault.rst:235 ../../rst/cli/ansible-vault.rst:281
-#: ../../rst/cli/ansible-vault.rst:331 ../../rst/cli/ansible.rst:127
+#: ../../rst/cli/ansible-vault.rst:331 ../../rst/cli/ansible.rst:128
 msgid ""vault password file""
 msgstr ""Vault パスワードファイル""
 
-#: ../../rst/cli/ansible-config.rst:44 ../../rst/cli/ansible-console.rst:157
-#: ../../rst/cli/ansible-doc.rst:65 ../../rst/cli/ansible-galaxy.rst:44
-#: ../../rst/cli/ansible-inventory.rst:107
-#: ../../rst/cli/ansible-playbook.rst:158 ../../rst/cli/ansible-pull.rst:159
-#: ../../rst/cli/ansible-vault.rst:51 ../../rst/cli/ansible.rst:132
+#: ../../rst/cli/ansible-config.rst:44 ../../rst/cli/ansible-console.rst:158
+#: ../../rst/cli/ansible-doc.rst:65 ../../rst/cli/ansible-galaxy.rst:47
+#: ../../rst/cli/ansible-inventory.rst:108
+#: ../../rst/cli/ansible-playbook.rst:159 ../../rst/cli/ansible-pull.rst:163
+#: ../../rst/cli/ansible-vault.rst:51 ../../rst/cli/ansible.rst:133
 msgid ""show program's version number, config file location, configured module search path, module location, executable location and exit""
 msgstr ""プログラムバージョン番号、設定ファイルの場所、設定したモジュール検索パス、モジュールの場所、実行可能な場所、および終了を表示します。""
 
-#: ../../rst/cli/ansible.rst:137
+#: ../../rst/cli/ansible.rst:138
 msgid ""run asynchronously, failing after X seconds (default=N/A)""
 msgstr ""非同期的に実行し、X 秒後に失敗します (デフォルトは N/A)。""
 
-#: ../../rst/cli/ansible-console.rst:162 ../../rst/cli/ansible-playbook.rst:163
-#: ../../rst/cli/ansible-pull.rst:74 ../../rst/cli/ansible.rst:142
+#: ../../rst/cli/ansible-console.rst:163 ../../rst/cli/ansible-playbook.rst:164
+#: ../../rst/cli/ansible-pull.rst:78 ../../rst/cli/ansible.rst:143
 msgid ""don't make any changes; instead, try to predict some of the changes that may occur""
 msgstr ""変更を加えないでください。代わりに、発生する可能性のある変更のいくつかを予測してみてください。""
 
-#: ../../rst/cli/ansible-console.rst:167 ../../rst/cli/ansible-playbook.rst:168
-#: ../../rst/cli/ansible-pull.rst:89 ../../rst/cli/ansible.rst:147
+#: ../../rst/cli/ansible-console.rst:168 ../../rst/cli/ansible-playbook.rst:169
+#: ../../rst/cli/ansible-pull.rst:93 ../../rst/cli/ansible.rst:148
 msgid ""when changing (small) files and templates, show the differences in those files; works great with --check""
 msgstr ""(小規模な) ファイルおよびテンプレートの変更時に、これらのファイルの相違点を表示します。--check と適切に連携します。""
 
-#: ../../rst/cli/ansible-console.rst:172 ../../rst/cli/ansible-playbook.rst:173
-#: ../../rst/cli/ansible-pull.rst:169 ../../rst/cli/ansible.rst:152
+#: ../../rst/cli/ansible-console.rst:173 ../../rst/cli/ansible-playbook.rst:174
+#: ../../rst/cli/ansible-pull.rst:173 ../../rst/cli/ansible.rst:153
 msgid ""ask for privilege escalation password""
 msgstr ""権限昇格のパスワードを要求します。""
 
-#: ../../rst/cli/ansible-console.rst:177 ../../rst/cli/ansible-doc.rst:75
-#: ../../rst/cli/ansible-playbook.rst:178 ../../rst/cli/ansible-pull.rst:174
-#: ../../rst/cli/ansible.rst:157
+#: ../../rst/cli/ansible-console.rst:178 ../../rst/cli/ansible-doc.rst:75
+#: ../../rst/cli/ansible-playbook.rst:179 ../../rst/cli/ansible-pull.rst:178
+#: ../../rst/cli/ansible.rst:158
 msgid ""prepend colon-separated path(s) to module library (default={{ ANSIBLE_HOME ~ \""/plugins/modules:/usr/share/ansible/plugins/modules\"" }})""
 msgstr ""モジュールライブラリーへのコロン区切りパス (デフォルトは {{ ANSIBLE_HOME ~ \""/plugins/modules:/usr/share/ansible/plugins/modules\"" }}) を先頭に追加します。""
 
-#: ../../rst/cli/ansible.rst:162
+#: ../../rst/cli/ansible.rst:163
 msgid ""set the poll interval if using -B (default=15)""
 msgstr ""-B (デフォルトは 15) を使用する場合はポーリング間隔を設定します。""
 
-#: ../../rst/cli/ansible-console.rst:182 ../../rst/cli/ansible-playbook.rst:183
-#: ../../rst/cli/ansible-pull.rst:179 ../../rst/cli/ansible.rst:167
+#: ../../rst/cli/ansible-console.rst:183 ../../rst/cli/ansible-playbook.rst:184
+#: ../../rst/cli/ansible-pull.rst:183 ../../rst/cli/ansible.rst:168
 msgid ""override the connection timeout in seconds (default=10)""
 msgstr ""接続タイムアウトを秒単位で上書きします (デフォルトは 10)。""
 
-#: ../../rst/cli/ansible.rst:172
+#: ../../rst/cli/ansible.rst:173
 msgid ""The action's options in space separated k=v format: -a 'opt1=val1 opt2=val2' or a json string: -a '{\""opt1\"": \""val1\"", \""opt2\"": \""val2\""}'""
 msgstr ""スペースで区切られた k=v 形式のアクションのオプション: -a 'opt1=val1 opt2=val2' または json 文字列: -a '{\""opt1\"": \""val1\"", \""opt2\"": \""val2\""}'""
 
-#: ../../rst/cli/ansible-console.rst:187 ../../rst/cli/ansible-playbook.rst:188
-#: ../../rst/cli/ansible.rst:177
+#: ../../rst/cli/ansible-console.rst:188 ../../rst/cli/ansible-playbook.rst:189
+#: ../../rst/cli/ansible.rst:178
 msgid ""run operations with become (does not imply password prompting)""
 msgstr ""become で操作の実行 (パスワード入力を意味するものではありません)""
 
-#: ../../rst/cli/ansible-console.rst:192 ../../rst/cli/ansible-playbook.rst:193
-#: ../../rst/cli/ansible-pull.rst:189 ../../rst/cli/ansible.rst:182
+#: ../../rst/cli/ansible-console.rst:193 ../../rst/cli/ansible-playbook.rst:194
+#: ../../rst/cli/ansible-pull.rst:193 ../../rst/cli/ansible.rst:183
 msgid ""connection type to use (default=smart)""
 msgstr ""使用する接続タイプ (デフォルトは smart)""
 
-#: ../../rst/cli/ansible-console.rst:197
-#: ../../rst/cli/ansible-inventory.rst:112
-#: ../../rst/cli/ansible-playbook.rst:198 ../../rst/cli/ansible-pull.rst:199
-#: ../../rst/cli/ansible.rst:187
+#: ../../rst/cli/ansible-console.rst:198
+#: ../../rst/cli/ansible-inventory.rst:113
+#: ../../rst/cli/ansible-playbook.rst:199 ../../rst/cli/ansible-pull.rst:203
+#: ../../rst/cli/ansible.rst:188
 msgid ""set additional variables as key=value or YAML/JSON, if filename prepend with @""
 msgstr ""ファイル名の前に @ を付ける場合は、追加の変数を key=value または YAML/JSON に設定します。""
 
-#: ../../rst/cli/ansible-console.rst:202 ../../rst/cli/ansible-playbook.rst:203
-#: ../../rst/cli/ansible.rst:192
+#: ../../rst/cli/ansible-console.rst:203 ../../rst/cli/ansible-playbook.rst:204
+#: ../../rst/cli/ansible.rst:193
 msgid ""specify number of parallel processes to use (default=5)""
 msgstr ""使用する並列プロセス数を指定します (デフォルトは 5)。""
 
-#: ../../rst/cli/ansible-config.rst:49 ../../rst/cli/ansible-console.rst:207
-#: ../../rst/cli/ansible-doc.rst:85 ../../rst/cli/ansible-galaxy.rst:49
-#: ../../rst/cli/ansible-inventory.rst:117
-#: ../../rst/cli/ansible-playbook.rst:208 ../../rst/cli/ansible-pull.rst:209
-#: ../../rst/cli/ansible-vault.rst:56 ../../rst/cli/ansible.rst:197
+#: ../../rst/cli/ansible-config.rst:49 ../../rst/cli/ansible-console.rst:208
+#: ../../rst/cli/ansible-doc.rst:85 ../../rst/cli/ansible-galaxy.rst:52
+#: ../../rst/cli/ansible-inventory.rst:118
+#: ../../rst/cli/ansible-playbook.rst:209 ../../rst/cli/ansible-pull.rst:213
+#: ../../rst/cli/ansible-vault.rst:56 ../../rst/cli/ansible.rst:198
 msgid ""show this help message and exit""
 msgstr ""ヘルプメッセージを表示して終了します。""
 
-#: ../../rst/cli/ansible-console.rst:212
-#: ../../rst/cli/ansible-inventory.rst:122
-#: ../../rst/cli/ansible-playbook.rst:213 ../../rst/cli/ansible-pull.rst:214
-#: ../../rst/cli/ansible.rst:202
+#: ../../rst/cli/ansible-console.rst:213
+#: ../../rst/cli/ansible-inventory.rst:123
+#: ../../rst/cli/ansible-playbook.rst:214 ../../rst/cli/ansible-pull.rst:218
+#: ../../rst/cli/ansible.rst:203
 msgid ""specify inventory host path or comma separated host list. --inventory-file is deprecated""
 msgstr ""インベントリーホストパスまたはコンマ区切りホスト一覧を指定します。--inventory-file は非推奨になりました。""
 
-#: ../../rst/cli/ansible-console.rst:217 ../../rst/cli/ansible-playbook.rst:218
-#: ../../rst/cli/ansible-pull.rst:219 ../../rst/cli/ansible.rst:207
+#: ../../rst/cli/ansible-console.rst:218 ../../rst/cli/ansible-playbook.rst:219
+#: ../../rst/cli/ansible-pull.rst:223 ../../rst/cli/ansible.rst:208
 msgid ""ask for connection password""
 msgstr ""接続のパスワードを要求します。""
 
-#: ../../rst/cli/ansible-console.rst:222 ../../rst/cli/ansible-playbook.rst:223
-#: ../../rst/cli/ansible-pull.rst:224 ../../rst/cli/ansible.rst:212
+#: ../../rst/cli/ansible-console.rst:223 ../../rst/cli/ansible-playbook.rst:224
+#: ../../rst/cli/ansible-pull.rst:228 ../../rst/cli/ansible.rst:213
 msgid ""further limit selected hosts to an additional pattern""
 msgstr ""選択したホストを追加パターンにさらに制限します。""
 
-#: ../../rst/cli/ansible.rst:217
+#: ../../rst/cli/ansible.rst:218
 msgid ""Name of the action to execute (default=command)""
 msgstr ""実行する動作の名前 (default=command)""
 
-#: ../../rst/cli/ansible.rst:222
+#: ../../rst/cli/ansible.rst:223
 msgid ""condense output""
 msgstr ""出力を要約します。""
 
-#: ../../rst/cli/ansible.rst:227
+#: ../../rst/cli/ansible.rst:228
 msgid ""log output to this directory""
 msgstr ""このディレクトリーにログを記録します。""
 
-#: ../../rst/cli/ansible-console.rst:227 ../../rst/cli/ansible-playbook.rst:233
-#: ../../rst/cli/ansible-pull.rst:249 ../../rst/cli/ansible.rst:232
+#: ../../rst/cli/ansible-console.rst:228 ../../rst/cli/ansible-playbook.rst:234
+#: ../../rst/cli/ansible-pull.rst:253 ../../rst/cli/ansible.rst:233
 msgid ""connect as this user (default=None)""
 msgstr ""このユーザーとして接続します (デフォルトは None)。""
 
-#: ../../rst/cli/ansible-config.rst:54 ../../rst/cli/ansible-console.rst:232
-#: ../../rst/cli/ansible-doc.rst:115 ../../rst/cli/ansible-galaxy.rst:54
-#: ../../rst/cli/ansible-inventory.rst:132
-#: ../../rst/cli/ansible-playbook.rst:238 ../../rst/cli/ansible-pull.rst:254
-#: ../../rst/cli/ansible-vault.rst:61 ../../rst/cli/ansible.rst:237
+#: ../../rst/cli/ansible-config.rst:54 ../../rst/cli/ansible-console.rst:233
+#: ../../rst/cli/ansible-doc.rst:115 ../../rst/cli/ansible-galaxy.rst:57
+#: ../../rst/cli/ansible-inventory.rst:133
+#: ../../rst/cli/ansible-playbook.rst:239 ../../rst/cli/ansible-pull.rst:258
+#: ../../rst/cli/ansible-vault.rst:61 ../../rst/cli/ansible.rst:238
 msgid ""Causes Ansible to print more debug messages. Adding multiple -v will increase the verbosity, the builtin plugins currently evaluate up to -vvvvvv. A reasonable level to start is -vvv, connection debugging might require -vvvv.""
 msgstr ""Ansible がより多くのデバッグメッセージを出力する原因になります。複数の -v を追加すると詳細度が増し、現在の組み込みプラグインは -vvvvvv まで評価します。開始するのに適切なレベルは -vvv です。接続のデバッグには、-vvvv が必要になる場合があります。""
 
-#: ../../rst/cli/ansible-config.rst:193 ../../rst/cli/ansible-console.rst:241
-#: ../../rst/cli/ansible-doc.rst:124 ../../rst/cli/ansible-galaxy.rst:891
-#: ../../rst/cli/ansible-inventory.rst:146
-#: ../../rst/cli/ansible-playbook.rst:247 ../../rst/cli/ansible-pull.rst:263
-#: ../../rst/cli/ansible-vault.rst:342 ../../rst/cli/ansible.rst:246
+#: ../../rst/cli/ansible-config.rst:193 ../../rst/cli/ansible-console.rst:242
+#: ../../rst/cli/ansible-doc.rst:124 ../../rst/cli/ansible-galaxy.rst:894
+#: ../../rst/cli/ansible-inventory.rst:147
+#: ../../rst/cli/ansible-playbook.rst:248 ../../rst/cli/ansible-pull.rst:267
+#: ../../rst/cli/ansible-vault.rst:342 ../../rst/cli/ansible.rst:247
 msgid ""Environment""
 msgstr ""環境""
 
-#: ../../rst/cli/ansible-config.rst:195 ../../rst/cli/ansible-console.rst:243
-#: ../../rst/cli/ansible-doc.rst:126 ../../rst/cli/ansible-galaxy.rst:893
-#: ../../rst/cli/ansible-inventory.rst:148
-#: ../../rst/cli/ansible-playbook.rst:249 ../../rst/cli/ansible-pull.rst:265
-#: ../../rst/cli/ansible-vault.rst:344 ../../rst/cli/ansible.rst:248
+#: ../../rst/cli/ansible-config.rst:195 ../../rst/cli/ansible-console.rst:244
+#: ../../rst/cli/ansible-doc.rst:126 ../../rst/cli/ansible-galaxy.rst:896
+#: ../../rst/cli/ansible-inventory.rst:149
+#: ../../rst/cli/ansible-playbook.rst:250 ../../rst/cli/ansible-pull.rst:269
+#: ../../rst/cli/ansible-vault.rst:344 ../../rst/cli/ansible.rst:249
 msgid ""The following environment variables may be specified.""
 msgstr ""以下の環境変数を指定できます。""
 
-#: ../../rst/cli/ansible-config.rst:199 ../../rst/cli/ansible-console.rst:247
-#: ../../rst/cli/ansible-doc.rst:130 ../../rst/cli/ansible-galaxy.rst:897
-#: ../../rst/cli/ansible-inventory.rst:152
-#: ../../rst/cli/ansible-playbook.rst:253 ../../rst/cli/ansible-pull.rst:269
-#: ../../rst/cli/ansible-vault.rst:348 ../../rst/cli/ansible.rst:252
+#: ../../rst/cli/ansible-config.rst:199 ../../rst/cli/ansible-console.rst:248
+#: ../../rst/cli/ansible-doc.rst:130 ../../rst/cli/ansible-galaxy.rst:900
+#: ../../rst/cli/ansible-inventory.rst:153
+#: ../../rst/cli/ansible-playbook.rst:254 ../../rst/cli/ansible-pull.rst:273
+#: ../../rst/cli/ansible-vault.rst:348 ../../rst/cli/ansible.rst:253
 msgid "":envvar:`ANSIBLE_CONFIG` -- Override the default ansible config file""
 msgstr "":envvar:`ANSIBLE_CONFIG` -- デフォルトの Ansible 設定ファイルを上書きします。""
 
-#: ../../rst/cli/ansible-config.rst:201 ../../rst/cli/ansible-console.rst:249
-#: ../../rst/cli/ansible-doc.rst:132 ../../rst/cli/ansible-galaxy.rst:899
-#: ../../rst/cli/ansible-inventory.rst:154
-#: ../../rst/cli/ansible-playbook.rst:255 ../../rst/cli/ansible-pull.rst:271
