,ID,TITLE,prompt,response,valid_yaml,code
26,49437,`tower_credentials idempotency issue,Create a YAML Ansible playbook to exhibit the following issue -`tower_credentials idempotency issue,"```
---
- name: Demonstrate tower_credentials idempotency issue
  hosts: localhost
  gather_facts: no

  tasks:
  - name: Create credential
    tower_credential:
      name: ""{{ item.name }}""
      description: ""{{ item.description }}""
      username: ""{{ item.username }}""
      password: ""{{ item.password }}""
      tower_host: ""localhost""
      tower_username: ""<tower_username>""
      tower_password: ""<tower_password>""
    with_items:
    - { name: ""credential1"", description: ""description1"", username: ""user1"", password: ""password1"" }
    - { name: ""credential2"", description: ""description2"", username: ""user1"", password: ""password1"" }

  - name: Ensure idempotency for credential
    tower_credential:
      name: ""{{ item.name }}""
      description: ""{{ item.description }}""
      username: ""{{ item.username }}""
      password: ""{{ item.password }}""
      tower_host: ""localhost""
      tower_username: ""<tower_username>""
      tower_password: ""<tower_password>""
    with_items:
    - { name: ""credential1"", description: ""description1"", username: ""user1"", password: ""password1"" }
    - { name: ""credential2"", description: ""description2"", username: ""user1"", password: ""password1"" }
```",1,"
---
- name: Demonstrate tower_credentials idempotency issue
  hosts: localhost
  gather_facts: no

  tasks:
  - name: Create credential
    tower_credential:
      name: ""{{ item.name }}""
      description: ""{{ item.description }}""
      username: ""{{ item.username }}""
      password: ""{{ item.password }}""
      tower_host: ""localhost""
      tower_username: ""<tower_username>""
      tower_password: ""<tower_password>""
    with_items:
    - { name: ""credential1"", description: ""description1"", username: ""user1"", password: ""password1"" }
    - { name: ""credential2"", description: ""description2"", username: ""user1"", password: ""password1"" }

  - name: Ensure idempotency for credential
    tower_credential:
      name: ""{{ item.name }}""
      description: ""{{ item.description }}""
      username: ""{{ item.username }}""
      password: ""{{ item.password }}""
      tower_host: ""localhost""
      tower_username: ""<tower_username>""
      tower_password: ""<tower_password>""
    with_items:
    - { name: ""credential1"", description: ""description1"", username: ""user1"", password: ""password1"" }
    - { name: ""credential2"", description: ""description2"", username: ""user1"", password: ""password1"" }
"
27,35291,"`User module throws errors when user doesn't exist, is it idempotent?","Create a YAML Ansible playbook to exhibit the following issue -`User module throws errors when user doesn't exist, is it idempotent?","```
---
- name: User Module Error Test
  hosts: localhost
  tasks:
  - name: Check if user exists
    command: id invalid_user
    register: user_status
    ignore_errors: yes
  - name: Add user if it doesn't exist
    user:
      name: invalid_user
      state: present
    when: user_status.rc != 0 
  - name: Remove user if it exists
    user:
      name: invalid_user
      state: absent
    when: user_status.rc == 0 
...
```",1,"
---
- name: User Module Error Test
  hosts: localhost
  tasks:
  - name: Check if user exists
    command: id invalid_user
    register: user_status
    ignore_errors: yes
  - name: Add user if it doesn't exist
    user:
      name: invalid_user
      state: present
    when: user_status.rc != 0 
  - name: Remove user if it exists
    user:
      name: invalid_user
      state: absent
    when: user_status.rc == 0 
...
"
28,34105,`vmware_guest dvs idempotency issue,Create a YAML Ansible playbook to exhibit the following issue -`vmware_guest dvs idempotency issue,"```
---
- name: Test vmware_guest dvs idempotency
  hosts: servers
  gather_facts: false
  vars:
    vcenter_hostname: your_vcenter
    vcenter_username: your_username
    vcenter_password: your_password
    datacenter: your_datacenter
    cluster: your_cluster
    esxi_host: your_esxi_host
    datastore: your_datastore
    vm_name: your_vm
    network_adapter_name: Network adapter 1
    dvs_name: Your_DVS_Name
    dvportgroup_name: Your_DVPortGroup_Name
    vmware_guest_dvs:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      cluster: ""{{ cluster }}""
      esxi_hostname: ""{{ esxi_host }}""
      state: poweredon
      vmname: ""{{ vm_name }}""
      network_adapter: ""{{ network_adapter_name }}""
      dvs_name: ""{{ dvs_name }}""
      dvportgroup_name: ""{{ dvportgroup_name }}""
      allow_unsafe_limits: yes
  tasks:
  - name: Deploy vm with network adapter 1.
    vmware_guest:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      cluster: ""{{ cluster }}""
      esxi_hostname: ""{{ esxi_host }}""
      state: poweredoff
      vm_extra_config:
        ""security.vm.use-kmsg"": ""FALSE""
      vm_name: ""{{ vm_name }}""
      hardware:
        memory_mb: 2048
        num_cpus: 2
        scsi: paravirtual
        disk:
        - size_gb: 20
          type: thin
          datastore: ""{{ datastore }}""
          disk_label: disk0
      networks:
      - name: ""{{ dvs_name }}""
        start_connected: yes
        adapter_type: e1000e
        dvportgroup: ""{{ dvportgroup_name }}""
      wait_for_ip_address: no
    register: deploy_vm

  - name: Update an existing VM to use a DVS
    vmware_guest_dvs:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      state: present
      vmname: ""{{ vm_name }}""
      network_name: ""{{ dvs_name }}""
      network_adapter: ""{{ network_adapter_name }}""
      dvportgroup_name: ""{{ dvportgroup_name }}""
      allow_unsafe_limits: yes
    register: update_vm
```",1,"
---
- name: Test vmware_guest dvs idempotency
  hosts: servers
  gather_facts: false
  vars:
    vcenter_hostname: your_vcenter
    vcenter_username: your_username
    vcenter_password: your_password
    datacenter: your_datacenter
    cluster: your_cluster
    esxi_host: your_esxi_host
    datastore: your_datastore
    vm_name: your_vm
    network_adapter_name: Network adapter 1
    dvs_name: Your_DVS_Name
    dvportgroup_name: Your_DVPortGroup_Name
    vmware_guest_dvs:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      cluster: ""{{ cluster }}""
      esxi_hostname: ""{{ esxi_host }}""
      state: poweredon
      vmname: ""{{ vm_name }}""
      network_adapter: ""{{ network_adapter_name }}""
      dvs_name: ""{{ dvs_name }}""
      dvportgroup_name: ""{{ dvportgroup_name }}""
      allow_unsafe_limits: yes
  tasks:
  - name: Deploy vm with network adapter 1.
    vmware_guest:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      cluster: ""{{ cluster }}""
      esxi_hostname: ""{{ esxi_host }}""
      state: poweredoff
      vm_extra_config:
        ""security.vm.use-kmsg"": ""FALSE""
      vm_name: ""{{ vm_name }}""
      hardware:
        memory_mb: 2048
        num_cpus: 2
        scsi: paravirtual
        disk:
        - size_gb: 20
          type: thin
          datastore: ""{{ datastore }}""
          disk_label: disk0
      networks:
      - name: ""{{ dvs_name }}""
        start_connected: yes
        adapter_type: e1000e
        dvportgroup: ""{{ dvportgroup_name }}""
      wait_for_ip_address: no
    register: deploy_vm

  - name: Update an existing VM to use a DVS
    vmware_guest_dvs:
      hostname: ""{{ vcenter_hostname }}""
      username: ""{{ vcenter_username }}""
      password: ""{{ vcenter_password }}""
      validate_certs: false
      datacenter: ""{{ datacenter }}""
      state: present
      vmname: ""{{ vm_name }}""
      network_name: ""{{ dvs_name }}""
      network_adapter: ""{{ network_adapter_name }}""
      dvportgroup_name: ""{{ dvportgroup_name }}""
      allow_unsafe_limits: yes
    register: update_vm
"
29,24511,`vmware_guest_snapshot: Idempotency issue,Create a YAML Ansible playbook to exhibit the following issue -`vmware_guest_snapshot: Idempotency issue,"```
---
- name: Testing vmware_guest_snapshot
  hosts: localhost
  connection: local

  tasks:
    - name: Create a snapshot of the VM
      vmware_guest_snapshot:
        hostname: '{{ vc_hostname }}'
        username: '{{ vc_username }}'
        password: '{{ vc_password }}'
        validate_certs: no
        datacenter: '{{ datacenter_name }}'
        folder: '{{ folder_name }}'
        name: '{{ vm_name }}'
        snapshot_name: '{{ snapshot_name }}'
        description: This is a test snapshot.
      register: snapshot_creation

    - name: Create the same snapshot again
      vmware_guest_snapshot:
        hostname: '{{ vc_hostname }}'
        username: '{{ vc_username }}'
        password: '{{ vc_password }}'
        validate_certs: no
        datacenter: '{{ datacenter_name }}'
        folder: '{{ folder_name }}'
        name: '{{ vm_name }}'
        snapshot_name: '{{ snapshot_name }}'
        description: This is a test snapshot.
      register: duplicate_snapshot_creation

    - name: Check if snapshot is idempotent
      assert:
        that: snapshot_creation == duplicate_snapshot_creation
        msg: 'Snapshots are not idempotent.'
```",1,"
---
- name: Testing vmware_guest_snapshot
  hosts: localhost
  connection: local

  tasks:
    - name: Create a snapshot of the VM
      vmware_guest_snapshot:
        hostname: '{{ vc_hostname }}'
        username: '{{ vc_username }}'
        password: '{{ vc_password }}'
        validate_certs: no
        datacenter: '{{ datacenter_name }}'
        folder: '{{ folder_name }}'
        name: '{{ vm_name }}'
        snapshot_name: '{{ snapshot_name }}'
        description: This is a test snapshot.
      register: snapshot_creation

    - name: Create the same snapshot again
      vmware_guest_snapshot:
        hostname: '{{ vc_hostname }}'
        username: '{{ vc_username }}'
        password: '{{ vc_password }}'
        validate_certs: no
        datacenter: '{{ datacenter_name }}'
        folder: '{{ folder_name }}'
        name: '{{ vm_name }}'
        snapshot_name: '{{ snapshot_name }}'
        description: This is a test snapshot.
      register: duplicate_snapshot_creation

    - name: Check if snapshot is idempotent
      assert:
        that: snapshot_creation == duplicate_snapshot_creation
        msg: 'Snapshots are not idempotent.'
"
30,47352,`win_domain: Idempotency issue,Create a YAML Ansible playbook to exhibit the following issue -`win_domain: Idempotency issue,"```
---
- name: Test win_domain idempotency issue
  hosts: windows_hosts
  gather_facts: false

  tasks:
  - name: Set hostname
    win_hostname:
      name: test_win_host
    register: hostname_result

  - name: Configure DNS servers
    win_dns_client:
      adapter_names: '*'
      ipv4_addresses: ['10.0.0.1', '10.0.0.2']
    register: dns_result

  - name: Configure domain
    win_domain:
      dns_domain_name: testdomain.local
      safe_mode_password: password123
      state: domain_present
    ignore_errors: yes 

  - name: Check Domain Join
    win_domain_membership:
      domain_name: testdomain.local
    register: membership_result

  - name: Verify result
    fail:
      msg: ""Failed - Idempotency issue detected in win_domain""
    when: >
      hostname_result.changed or dns_result.changed or membership_result.changed
```
",1,"
---
- name: Test win_domain idempotency issue
  hosts: windows_hosts
  gather_facts: false

  tasks:
  - name: Set hostname
    win_hostname:
      name: test_win_host
    register: hostname_result

  - name: Configure DNS servers
    win_dns_client:
      adapter_names: '*'
      ipv4_addresses: ['10.0.0.1', '10.0.0.2']
    register: dns_result

  - name: Configure domain
    win_domain:
      dns_domain_name: testdomain.local
      safe_mode_password: password123
      state: domain_present
    ignore_errors: yes 

  - name: Check Domain Join
    win_domain_membership:
      domain_name: testdomain.local
    register: membership_result

  - name: Verify result
    fail:
      msg: ""Failed - Idempotency issue detected in win_domain""
    when: >
      hostname_result.changed or dns_result.changed or membership_result.changed
"
31,20283,`win_regedit: Idempotency issue,Create a YAML Ansible playbook to exhibit the following issue -`win_regedit: Idempotency issue,"```
---
- name: Test Win_regedit idempotency issue
  hosts: windows
  gather_facts: no

  tasks:
    - name: Set registry key value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 1
        type: dword
        state: present

    - name: Set registry key value again with same value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 1
        type: dword
        state: present

    - name: Set registry key value again with a different value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 2
        type: dword
        state: present
```
",1,"
---
- name: Test Win_regedit idempotency issue
  hosts: windows
  gather_facts: no

  tasks:
    - name: Set registry key value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 1
        type: dword
        state: present

    - name: Set registry key value again with same value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 1
        type: dword
        state: present

    - name: Set registry key value again with a different value
      win_regedit:
        key: HKLM:\Software\test_key
        name: test_value
        value: 2
        type: dword
        state: present
"
32,28758,`win_shortcut: idempotency issues,Create a YAML Ansible playbook to exhibit the following issue -`win_shortcut: idempotency issues,"```
---
- name: Exhibit win_shortcut idempotency issues
  hosts: all
  tasks:
    - name: Create shortcut on the desktop in Windows
      win_shortcut:
        src: C:\Program Files\Google\Chrome\Application\chrome.exe
        dest: C:\Users\Administrator\Desktop\Google Chrome.lnk
        description: Google Chrome Browser
        icon_index: 0
        arguments: '--new-window'
      register: result

    - name: Check if shortcut is created
      stat:
        path: C:\Users\Administrator\Desktop\Google Chrome.lnk
      register: stat_result

    - name: Remove shortcut
      file:
        path: C:\Users\Administrator\Desktop\Google Chrome.lnk
        state: absent
      when: stat_result.stat.exists == true
```
",1,"
---
- name: Exhibit win_shortcut idempotency issues
  hosts: all
  tasks:
    - name: Create shortcut on the desktop in Windows
      win_shortcut:
        src: C:\Program Files\Google\Chrome\Application\chrome.exe
        dest: C:\Users\Administrator\Desktop\Google Chrome.lnk
        description: Google Chrome Browser
        icon_index: 0
        arguments: '--new-window'
      register: result

    - name: Check if shortcut is created
      stat:
        path: C:\Users\Administrator\Desktop\Google Chrome.lnk
      register: stat_result

    - name: Remove shortcut
      file:
        path: C:\Users\Administrator\Desktop\Google Chrome.lnk
        state: absent
      when: stat_result.stat.exists == true
"
33,68509,` Module authorized_key fails when the user doesn't exist on the system and the path isn't the default,Create a YAML Ansible playbook to exhibit the following issue -` Module authorized_key fails when the user doesn't exist on the system and the path isn't the default,"```
---
- name: Testing issue with authorized_key module
  hosts: localhost
  
  tasks: 
  - name: Add authorized key to nonexistant user
    authorized_key:
      user: nonexistant_user
      key: ""{{ lookup('file', '~/.ssh/id_rsa.pub') }}""
      path: ""/nonexistant_user/.ssh/authorized_keys""
      state: present
      
   ```
",1,"
---
- name: Testing issue with authorized_key module
  hosts: localhost
  
  tasks: 
  - name: Add authorized key to nonexistant user
    authorized_key:
      user: nonexistant_user
      key: ""{{ lookup('file', '~/.ssh/id_rsa.pub') }}""
      path: ""/nonexistant_user/.ssh/authorized_keys""
      state: present
      
   "
34,43015,` Python3 YAML inventory parsing error,Create a YAML Ansible playbook to exhibit the following issue -` Python3 YAML inventory parsing error,"```
---
- hosts: all
  gather_facts: false
  become: true
  tasks:
    - name: test task
      ping:
```",1,"
---
- hosts: all
  gather_facts: false
  become: true
  tasks:
    - name: test task
      ping:
"
35,75817,`--syntax-check cant find fault in following code,Create a YAML Ansible playbook to exhibit the following issue -`--syntax-check cant find fault in following code,"```
---
- name: Example Playbook
  hosts: localhost
  tasks:
    - name: Display Message
      debug:
        msg: ""Hello World""
```

Note: This playbook has no syntax errors, so it should pass the `--syntax-check` command without any issues.",1,"
---
- name: Example Playbook
  hosts: localhost
  tasks:
    - name: Display Message
      debug:
        msg: ""Hello World""
"
36,13292,`--tags no longer exit with error about not found tags,Create a YAML Ansible playbook to exhibit the following issue -`--tags no longer exit with error about not found tags,"```
---
- name: Demo playbook
  hosts: all
  tasks:
    - name: Task 1
      debug:
        msg: ""This is Task 1""
    
    - name: Task 2
      debug:
        msg: ""This is Task 2""
      tags: 
        - tag1
```",1,"
---
- name: Demo playbook
  hosts: all
  tasks:
    - name: Task 1
      debug:
        msg: ""This is Task 1""
    
    - name: Task 2
      debug:
        msg: ""This is Task 2""
      tags: 
        - tag1
"
37,45098,`!!binary YAML data causes a JSON decoding error in ansible-inventory ,Create a YAML Ansible playbook to exhibit the following issue -`!!binary YAML data causes a JSON decoding error in ansible-inventory ,"```
---
- hosts: localhost
  gather_facts: false
  tasks:
    - debug:
        msg: !!binary |
          R0lGODdhAQABAPAAAP8AAAAAACwAAAAAAQABAAACAkQBADs=
```
",1,"
---
- hosts: localhost
  gather_facts: false
  tasks:
    - debug:
        msg: !!binary |
          R0lGODdhAQABAPAAAP8AAAAAACwAAAAAAQABAAACAkQBADs=
"
38,15523,`'any_errors_fatal' Broken For Unreachable Hosts v2,Create a YAML Ansible playbook to exhibit the following issue -`'any_errors_fatal' Broken For Unreachable Hosts v2,"```
---
- name: Test any_errors_fatal for unreachable hosts
  hosts: invalid_host
  any_errors_fatal: true
  tasks:
    - name: Attempt a connection
      ping:
```
",1,"
---
- name: Test any_errors_fatal for unreachable hosts
  hosts: invalid_host
  any_errors_fatal: true
  tasks:
    - name: Attempt a connection
      ping:
"
39,72518,"`""[Errno 2] No such file or directory"" for existing custom fact containing incorrect character leading to bad interpreter error","Create a YAML Ansible playbook to exhibit the following issue -`""[Errno 2] No such file or directory"" for existing custom fact containing incorrect character leading to bad interpreter error","```
---
- name: Testing custom fact file
  hosts: all
  gather_facts: yes
  
  tasks:
    - name: Copy custom fact file
      copy:
        src: my_fact.txt
        dest: /etc/ansible/facts.d/
 
    - name: Check custom fact value
      debug:
        var: ansible_local.my_fact.fact_value
```",1,"
---
- name: Testing custom fact file
  hosts: all
  gather_facts: yes
  
  tasks:
    - name: Copy custom fact file
      copy:
        src: my_fact.txt
        dest: /etc/ansible/facts.d/
 
    - name: Check custom fact value
      debug:
        var: ansible_local.my_fact.fact_value
"
40,16760,"`""ansible-galaxy info"" errors with ""AttributeError: Values instance has no attribute 'offline'""","Create a YAML Ansible playbook to exhibit the following issue -`""ansible-galaxy info"" errors with ""AttributeError: Values instance has no attribute 'offline'""","```
---
- name: Check ansible-galaxy info
  hosts: localhost
  tasks:
    - name: Run ansible-galaxy info command
      shell: ansible-galaxy info some_role
      register: galaxy_output

    - debug:
        var: galaxy_output.stderr_lines
...
```",1,"
---
- name: Check ansible-galaxy info
  hosts: localhost
  tasks:
    - name: Run ansible-galaxy info command
      shell: ansible-galaxy info some_role
      register: galaxy_output

    - debug:
        var: galaxy_output.stderr_lines
...
"
41,42563,"`""bad symbolic permission for mode:"" error on directory creation","Create a YAML Ansible playbook to exhibit the following issue -`""bad symbolic permission for mode:"" error on directory creation","```
---
- name: Demonstrate bad symbolic permission error on directory creation
  hosts: localhost
  tasks:
    - name: Create directory with incorrect mode
      file:
        path: /tmp/testdir
        state: directory
        mode: ugo+wxr    # Incorrect mode setting
...
```",1,"
---
- name: Demonstrate bad symbolic permission error on directory creation
  hosts: localhost
  tasks:
    - name: Create directory with incorrect mode
      file:
        path: /tmp/testdir
        state: directory
        mode: ugo+wxr    # Incorrect mode setting
...
"
42,60043,"`""Database name has not been passed, used default database to connect to.""","Create a YAML Ansible playbook to exhibit the following issue -`""Database name has not been passed, used default database to connect to.""","```
---

- name: Database connection test
  hosts: localhost
  gather_facts: false

  vars:
    db_name: """"

  tasks:
    - name: Connect to default database if name is not provided
      debug:
        msg: ""Database name has not been passed, used default database to connect to.""

...
```",1,"
---

- name: Database connection test
  hosts: localhost
  gather_facts: false

  vars:
    db_name: """"

  tasks:
    - name: Connect to default database if name is not provided
      debug:
        msg: ""Database name has not been passed, used default database to connect to.""

...
"
43,68425,"`""error in 'jsonfile' cache plugin while trying to create cache dir"" when trying to run a playbook","Create a YAML Ansible playbook to exhibit the following issue -`""error in 'jsonfile' cache plugin while trying to create cache dir"" when trying to run a playbook","```
---
- hosts: all
  tasks:
    - name: Set up cache directory
      file:
        path: ""{{ lookup('env', 'HOME') }}/.ansible/tmp/jf""
        state: directory

    - name: Playbook task
      ansible.builtin.command: echo ""Hello World!""
      changed_when: False
      register: result

    - name: Show result
      debug:
        var: result.stdout
```",1,"
---
- hosts: all
  tasks:
    - name: Set up cache directory
      file:
        path: ""{{ lookup('env', 'HOME') }}/.ansible/tmp/jf""
        state: directory

    - name: Playbook task
      ansible.builtin.command: echo ""Hello World!""
      changed_when: False
      register: result

    - name: Show result
      debug:
        var: result.stdout
"
44,5958,"`""file"" module error on Oracle Enterprise Linux","Create a YAML Ansible playbook to exhibit the following issue -`""file"" module error on Oracle Enterprise Linux","```
---
- name: File Module Error
  hosts: <host_name>
  gather_facts: false

  tasks:
  - name: Create a file
    file:
      path: /home/test_file
      state: touch
      owner: test_user
      group: test_group
      mode: '0644'
```
Note: Replace <host_name> with the name of the host where the playbook is being run.",1,"
---
- name: File Module Error
  hosts: <host_name>
  gather_facts: false

  tasks:
  - name: Create a file
    file:
      path: /home/test_file
      state: touch
      owner: test_user
      group: test_group
      mode: '0644'
"
45,6750,"`""git"" module error: ""Failed to init/update submodules""","Create a YAML Ansible playbook to exhibit the following issue -`""git"" module error: ""Failed to init/update submodules""","```
---
- name: Demonstrating ""git"" module error
  hosts: localhost
  tasks:
    - name: Clone a git repository with submodules
      git:
        repo: https://github.com/example/repo.git
        dest: /opt/repo
        recursive: true
      register: result

    - name: Display the error message if submodules initialization/update fails
      debug:
        var: result.stderr

    - name: Cleanup the cloned repository
      file:
        state: absent
        path: /opt/repo
```",1,"
---
- name: Demonstrating ""git"" module error
  hosts: localhost
  tasks:
    - name: Clone a git repository with submodules
      git:
        repo: https://github.com/example/repo.git
        dest: /opt/repo
        recursive: true
      register: result

    - name: Display the error message if submodules initialization/update fails
      debug:
        var: result.stderr

    - name: Cleanup the cloned repository
      file:
        state: absent
        path: /opt/repo
"
46,6385,"`""No such file or directory"" error when installing packages via the apt module","Create a YAML Ansible playbook to exhibit the following issue -`""No such file or directory"" error when installing packages via the apt module","```
---
- name: Install packages
  hosts: all
  become: true
  tasks:
    - name: Install missing packages
      apt:
        name:
          - foo
          - bar
          - baz
        state: present
      vars:
        ansible_python_interpreter: /usr/bin/python3
      ignore_errors: true
```",1,"
---
- name: Install packages
  hosts: all
  become: true
  tasks:
    - name: Install missing packages
      apt:
        name:
          - foo
          - bar
          - baz
        state: present
      vars:
        ansible_python_interpreter: /usr/bin/python3
      ignore_errors: true
"
47,48069,"`""stderr"" callback plugin does not put unreachable error into stderr","Create a YAML Ansible playbook to exhibit the following issue -`""stderr"" callback plugin does not put unreachable error into stderr","```
---
- name: Test Playbook
  hosts: localhost
  gather_facts: no

  tasks:
  - name: Attempt access to non-existent host
    shell: ssh non-existent-host
    ignore_errors: yes
    register: result

  - name: Display result information
    debug:
      msg: ""{{result}}""

- hosts: localhost
  connection: local
  gather_facts: no

  tasks:
  - name: Call a non-existent module
    module_does_not_exist: # This module does not exist
    register: result

  - name: Display result information
    debug:
      msg: ""{{result}}""
```
",1,"
---
- name: Test Playbook
  hosts: localhost
  gather_facts: no

  tasks:
  - name: Attempt access to non-existent host
    shell: ssh non-existent-host
    ignore_errors: yes
    register: result

  - name: Display result information
    debug:
      msg: ""{{result}}""

- hosts: localhost
  connection: local
  gather_facts: no

  tasks:
  - name: Call a non-existent module
    module_does_not_exist: # This module does not exist
    register: result

  - name: Display result information
    debug:
      msg: ""{{result}}""
"
48,29911,`[2.0.0.2] Elasticache throws error when profile argument is specified,Create a YAML Ansible playbook to exhibit the following issue -`[2.0.0.2] Elasticache throws error when profile argument is specified,"```
---

- name: Elasticache error with profile argument
  hosts: 2.0.0.2
  gather_facts: no

  tasks:
  - name: Create Elasticache cluster
    cloudformation:
      stack_name: my-stack
      state: present
      region: us-east-1
      profile: my-profile
      disable_rollback: yes
      template: |-
        {
          ""Resources"": {
            ""MyCacheCluster"": {
              ""Type"": ""AWS::ElastiCache::CacheCluster"",
              ""Properties"": {
                ""CacheNodeType"": ""cache.t2.micro"",
                ""Engine"": ""redis"",
                ""NumCacheNodes"": ""1""
              }
            }
          }
        }

```
",1,"
---

- name: Elasticache error with profile argument
  hosts: 2.0.0.2
  gather_facts: no

  tasks:
  - name: Create Elasticache cluster
    cloudformation:
      stack_name: my-stack
      state: present
      region: us-east-1
      profile: my-profile
      disable_rollback: yes
      template: |-
        {
          ""Resources"": {
            ""MyCacheCluster"": {
              ""Type"": ""AWS::ElastiCache::CacheCluster"",
              ""Properties"": {
                ""CacheNodeType"": ""cache.t2.micro"",
                ""Engine"": ""redis"",
                ""NumCacheNodes"": ""1""
              }
            }
          }
        }

"
49,29626,`[2.1.2-RC5] Mount issue with nfs storage,Create a YAML Ansible playbook to exhibit the following issue -`[2.1.2-RC5] Mount issue with nfs storage,"```
---
- name: Test playbook for NFS mount issue
  hosts: all
  gather_facts: false
  vars:
    nfs_dir: ""/mnt/nfs""
    nfs_server: ""nfs-server.example.com""
    nfs_mount_options: ""ro""
    nfs_mount_state: ""mounted""
  tasks:
    - name: Create mount point directory
      become: true
      file:
        path: ""{{ nfs_dir }}""
        state: directory
    - name: Mount the NFS directory
      become: true
      mount:
        path: ""{{ nfs_dir }}""
        src: ""{{ nfs_server }}:/nfs-export""
        fstype: nfs
        opts: ""{{ nfs_mount_options }}""
        state: ""{{ nfs_mount_state }}""
...
```",1,"
---
- name: Test playbook for NFS mount issue
  hosts: all
  gather_facts: false
  vars:
    nfs_dir: ""/mnt/nfs""
    nfs_server: ""nfs-server.example.com""
    nfs_mount_options: ""ro""
    nfs_mount_state: ""mounted""
  tasks:
    - name: Create mount point directory
      become: true
      file:
        path: ""{{ nfs_dir }}""
        state: directory
    - name: Mount the NFS directory
      become: true
      mount:
        path: ""{{ nfs_dir }}""
        src: ""{{ nfs_server }}:/nfs-export""
        fstype: nfs
        opts: ""{{ nfs_mount_options }}""
        state: ""{{ nfs_mount_state }}""
...
"
50,71506,`[ansible-galaxy] uses incorrect mode when installing role,Create a YAML Ansible playbook to exhibit the following issue -`[ansible-galaxy] uses incorrect mode when installing role,"```
---
- name: Install Ansible Role
  hosts: localhost
  tasks:
   - name: Install Role
     command: ansible-galaxy install --force {{ role }}
     become: yes
     become_user: ""{{ ansible_user }}""
     vars: 
       role: ""geerlingguy.firewall""
       ansible_python_interpreter: /usr/bin/python3
```
",1,"
---
- name: Install Ansible Role
  hosts: localhost
  tasks:
   - name: Install Role
     command: ansible-galaxy install --force {{ role }}
     become: yes
     become_user: ""{{ ansible_user }}""
     vars: 
       role: ""geerlingguy.firewall""
       ansible_python_interpreter: /usr/bin/python3
"
51,12403,`[bug] get_file_parser() takes exactly 2 arguments (2 given),Create a YAML Ansible playbook to exhibit the following issue -`[bug] get_file_parser() takes exactly 2 arguments (2 given),"```
---
- name: Demonstrate Issue
  hosts: all
  tasks:
    - name: Copy file to remote machine
      copy:
        src: testfile.txt
        dest: /home/user/testfile.txt
    - name: Get contents of file
      vars:
        file_data: ""{{ lookup('file', '/home/user/testfile.txt') }}""
      debug:
        var: file_data
    - name: Remove file from remote machine
      file:
        path: /home/user/testfile.txt
        state: absent
```
",1,"
---
- name: Demonstrate Issue
  hosts: all
  tasks:
    - name: Copy file to remote machine
      copy:
        src: testfile.txt
        dest: /home/user/testfile.txt
    - name: Get contents of file
      vars:
        file_data: ""{{ lookup('file', '/home/user/testfile.txt') }}""
      debug:
        var: file_data
    - name: Remove file from remote machine
      file:
        path: /home/user/testfile.txt
        state: absent
"
52,13703,`[bug] Redis fact caching does not work on RHEL6,Create a YAML Ansible playbook to exhibit the following issue -`[bug] Redis fact caching does not work on RHEL6,"```
---
- name: Redis fact caching issue on RHEL6
  hosts: redis_servers
  gather_facts: True
  
  tasks:
   - name: Enable fact caching
     set_fact:
       ansible_cache_plugin: redis
       ansible_cache_connection: localhost
       ansible_cache_timeout: 300
   
   - name: Check if fact caching works
     debug:
       var: ansible_os_family
```",1,"
---
- name: Redis fact caching issue on RHEL6
  hosts: redis_servers
  gather_facts: True
  
  tasks:
   - name: Enable fact caching
     set_fact:
       ansible_cache_plugin: redis
       ansible_cache_connection: localhost
       ansible_cache_timeout: 300
   
   - name: Check if fact caching works
     debug:
       var: ansible_os_family
"
